PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25867034","Paper-based devices for isolation and characterization of extracellular vesicles","Chen C, Lin BR, Hsu MY, Cheng CM.","J Vis Exp. 2015 Apr 3;(98):e52722. doi: 10.3791/52722.","Chen C","J Vis Exp","2015","2015/04/14","PMC4401401","","10.3791/52722"
"33501333","The Bio-Engineering Approach for Plant Investigations and Growing Robots. A Mini-Review","Mazzolai B, Tramacere F, Fiorello I, Margheri L.","Front Robot AI. 2020 Sep 24;7:573014. doi: 10.3389/frobt.2020.573014. eCollection 2020.","Mazzolai B","Front Robot AI","2020","2021/01/27","PMC7806088","","10.3389/frobt.2020.573014"
"38212384","Morphological features of magnetorheological elastomer degradation under a natural weathering environment","Johari MAF, Mazlan SA, Abdul Aziz SA, Zaini N, Nordin NA, Ubaidillah U, Upadhyay RV, Mohd Yusuf S.","Sci Rep. 2024 Jan 12;14(1):1155. doi: 10.1038/s41598-024-51736-x.","Johari MAF","Sci Rep","2024","2024/01/11","PMC10784513","","10.1038/s41598-024-51736-x"
"40430902","Augmented Marshmallow Extract Lipid Nanoparticles with Clove Oil Embedded in Collagen Sponge for Ultimate Antimicrobial Healing of Diabetic Mouth Ulcer","Elhabal SF, Faheem AM, Hababeh S, Nelson J, Elzohairy NA, Ibrahim YF, Ewedah TM, Mousa IS, Allam KM, Hamdan AME.","Pharmaceutics. 2025 May 5;17(5):611. doi: 10.3390/pharmaceutics17050611.","Elhabal SF","Pharmaceutics","2025","2025/05/28","PMC12114885","","10.3390/pharmaceutics17050611"
"35365180","The One Nutrition in Complex Environments (ONCE) study protocol: a cluster-randomized multi-level multi-sectoral intervention to improve nutrition in Uganda","Griswold SP, Marshak A, Fitzpatrick M, Lantagne D, Shoenmakers K, Hebie M, Radday A, De Groote H, Mehta S, Gottlieb G, Webb P, Ghosh S.","Trials. 2022 Apr 1;23(1):244. doi: 10.1186/s13063-022-06170-7.","Griswold SP","Trials","2022","2022/04/02","PMC8972632","","10.1186/s13063-022-06170-7"
"36076865","Current Advancements in Pectin: Extraction, Properties and Multifunctional Applications","Chandel V, Biswas D, Roy S, Vaidya D, Verma A, Gupta A.","Foods. 2022 Sep 2;11(17):2683. doi: 10.3390/foods11172683.","Chandel V","Foods","2022","2022/09/09","PMC9455162","","10.3390/foods11172683"
"38381748","A handheld luminometer with sub-attomole limit of detection for distributed applications in global health","Lebel P, Elledge S, Wiener DM, Jeyakumar I, Phelps M, Jacobsen A, Huynh E, Charlton C, Puccinelli R, Mondal P, Saha S, Tato CM, Gómez-Sjöberg R.","PLOS Glob Public Health. 2024 Feb 21;4(2):e0002766. doi: 10.1371/journal.pgph.0002766. eCollection 2024.","Lebel P","PLOS Glob Public Health","2024","2024/02/21","PMC10881016","","10.1371/journal.pgph.0002766"
"32891146","How can nanotechnology help to combat COVID-19? Opportunities and urgent need","Campos EVR, Pereira AES, de Oliveira JL, Carvalho LB, Guilger-Casagrande M, de Lima R, Fraceto LF.","J Nanobiotechnology. 2020 Sep 5;18(1):125. doi: 10.1186/s12951-020-00685-4.","Campos EVR","J Nanobiotechnology","2020","2020/09/06","PMC7474329","","10.1186/s12951-020-00685-4"
"37152712","Double-network hydrogel enhanced by SS31-loaded mesoporous polydopamine nanoparticles: Symphonic collaboration of near-infrared photothermal antibacterial effect and mitochondrial maintenance for full-thickness wound healing in diabetes mellitus","Deng QS, Gao Y, Rui BY, Li XR, Liu PL, Han ZY, Wei ZY, Zhang CR, Wang F, Dawes H, Zhu TH, Tao SC, Guo SC.","Bioact Mater. 2023 Apr 21;27:409-428. doi: 10.1016/j.bioactmat.2023.04.004. eCollection 2023 Sep.","Deng QS","Bioact Mater","2023","2023/05/08","PMC10160601","","10.1016/j.bioactmat.2023.04.004"
"","Air pollution control—A new frontier. Briefs from the First International Congress on Air Pollution","","Public Health Rep (1896). 1955 Jul;70(7):633-61.","","Public Health Rep (1896)","1955","","PMC2024599","",""
"23351592","GC-MS analysis of insecticidal essential oil of flowering aerial parts of Saussurea nivea Turcz","Chu SS, Jiang GH, Liu ZL.","Daru. 2012 Aug 28;20(1):14. doi: 10.1186/2008-2231-20-14.","Chu SS","Daru","2012","2013/01/29","PMC3555723","","10.1186/2008-2231-20-14"
"31795453","A Storable Mediatorless Electrochemical Biosensor for Herbicide Detection","Tucci M, Bombelli P, Howe CJ, Vignolini S, Bocchi S, Schievano A.","Microorganisms. 2019 Nov 29;7(12):630. doi: 10.3390/microorganisms7120630.","Tucci M","Microorganisms","2019","2019/12/05","PMC6956157","","10.3390/microorganisms7120630"
"26626958","Saltwater icephobicity: Influence of surface chemistry on saltwater icing","Carpenter K, Bahadur V.","Sci Rep. 2015 Dec 2;5:17563. doi: 10.1038/srep17563.","Carpenter K","Sci Rep","2015","2015/12/03","PMC4667180","","10.1038/srep17563"
"21589795","Microencapsulation: A promising technique for controlled drug delivery","Singh MN, Hemant KS, Ram M, Shivakumar HG.","Res Pharm Sci. 2010 Jul;5(2):65-77.","Singh MN","Res Pharm Sci","2010","2011/05/19","PMC3093624","",""
"36435511","Organotypic cultures as aging associated disease models","Sanchez MM, Bagdasarian IA, Darch W, Morgan JT.","Aging (Albany NY). 2022 Nov 22;14(22):9338-9383. doi: 10.18632/aging.204361. Epub 2022 Nov 22.","Sanchez MM","Aging (Albany NY)","2022","2022/11/26","PMC9740367","","10.18632/aging.204361"
"41041514","Development of Leather-like Materials from Enzymatically Treated Green Kiwi Peel and Valorization of By-Products for Microbial Bioprocesses","Mecca S, Digiovanni S, Milanesi R, Frigerio C, Mangiagalli M, Tarricone G, Boventi M, Bordignon S, Clerici M, Lotti M, Simonutti R, Beverina L, Branduardi P, Mauri M, Mapelli V.","ACS Sustain Chem Eng. 2025 Sep 18;13(38):15924-15934. doi: 10.1021/acssuschemeng.5c04972. eCollection 2025 Sep 29.","Mecca S","ACS Sustain Chem Eng","2025","2025/10/03","PMC12486432","","10.1021/acssuschemeng.5c04972"
"36832971","Recent Progress in Microencapsulation of Active Peptides-Wall Material, Preparation, and Application: A Review","Li M, Guo Q, Lin Y, Bao H, Miao S.","Foods. 2023 Feb 20;12(4):896. doi: 10.3390/foods12040896.","Li M","Foods","2023","2023/02/25","PMC9956665","","10.3390/foods12040896"
"39477919","A wearable and stretchable dual-wavelength LED device for home care of chronic infected wounds","Li M, Wang C, Yu Q, Chen H, Ma Y, Wei L, Wu MX, Yao M, Lu M.","Nat Commun. 2024 Oct 30;15(1):9380. doi: 10.1038/s41467-024-53579-6.","Li M","Nat Commun","2024","2024/10/31","PMC11525593","","10.1038/s41467-024-53579-6"
"35591512","Investigation on Water Transformation and Pore Structure of Cement-Stabilized Dredged Sediment Based on NMR Technology","Wang S, He X, Cai G, Lang L, Ma H, Gong S, Niu Z.","Materials (Basel). 2022 Apr 28;15(9):3178. doi: 10.3390/ma15093178.","Wang S","Materials (Basel)","2022","2022/05/20","PMC9100054","","10.3390/ma15093178"
"37123916","Atmospheric deterioration of ceramic building materials and future trends in the field: a review","Santa AC, Gómez MA, Castaño JG, Tamayo JA, Baena LM.","Heliyon. 2023 Mar 30;9(4):e15028. doi: 10.1016/j.heliyon.2023.e15028. eCollection 2023 Apr.","Santa AC","Heliyon","2023","2023/05/01","PMC10133669","","10.1016/j.heliyon.2023.e15028"
"41295400","Native Collagen and Total Lipid Extract Obtained from Caranx hyppos By-Products: Characterization for Potential Use in the Biomedical and Nutraceutical Fields","Menéndez-Tasé S, Gaeta-Leal E, Téllez-Medina DI, Tapia-Maruri D, López-Villegas EO, Calderón-Domínguez G, Gallardo-Velázquez T, Osorio-Revilla G, Hernández-Botello MT, Hernández-Martínez DM.","Mar Drugs. 2025 Nov 9;23(11):432. doi: 10.3390/md23110432.","Menéndez-Tasé S","Mar Drugs","2025","2025/11/26","PMC12654203","","10.3390/md23110432"
"30813550","Fossil Shell Flour in Livestock Production: A Review","Ikusika OO, Mpendulo CT, Zindove TJ, Okoh AI.","Animals (Basel). 2019 Feb 26;9(3):70. doi: 10.3390/ani9030070.","Ikusika OO","Animals (Basel)","2019","2019/03/01","PMC6466221","","10.3390/ani9030070"
"39599300","Extraction of Lignocellulose from Rice Straw and Its Carboxymethylation When Activated by Microwave Radiation","Nakyp A, Cherezova E, Karaseva Y, Shalmagambetov K, Aleksandrov A, Zhapparbergenov R, Akylbekov N, Turmanov R.","Polymers (Basel). 2024 Nov 19;16(22):3208. doi: 10.3390/polym16223208.","Nakyp A","Polymers (Basel)","2024","2024/11/27","PMC11598206","","10.3390/polym16223208"
"41387760","Strength enhancement of calcium carbide residue-stabilized clay with perlite powder and water treatment sludge","Mohammadi Darestani A, Arabani M, Zanganeh Ranjbar P, Payan M, Salimi M.","Sci Rep. 2025 Dec 12;15(1):43701. doi: 10.1038/s41598-025-27584-8.","Mohammadi Darestani A","Sci Rep","2025","2025/12/12","PMC12701020","","10.1038/s41598-025-27584-8"
"30393457","Active control of properties of concrete: a (p)review","De Schutter G, Lesage K.","Mater Struct. 2018;51(5):123. doi: 10.1617/s11527-018-1256-2. Epub 2018 Sep 20.","De Schutter G","Mater Struct","2018","2018/11/06","PMC6191022","","10.1617/s11527-018-1256-2"
"36296625","Characterization and Optimization of Salep Mucilage Bionanocomposite Films Containing Allium jesdianum Boiss. Nanoliposomes for Antibacterial Food Packaging Utilization","Ekrami M, Ekrami A, Hosseini MA, Emam-Djomeh Z.","Molecules. 2022 Oct 18;27(20):7032. doi: 10.3390/molecules27207032.","Ekrami M","Molecules","2022","2022/10/27","PMC9609761","","10.3390/molecules27207032"
"39266577","Passive isothermal film with self-switchable radiative cooling-driven water sorption layer for arid climate applications","Kim S, Lee S, Lee J, Choi HW, Choi W, Kang YT.","Nat Commun. 2024 Sep 12;15(1):8000. doi: 10.1038/s41467-024-52328-z.","Kim S","Nat Commun","2024","2024/09/12","PMC11392948","","10.1038/s41467-024-52328-z"
"34771348","Development of Antibacterial Biocomposites Based on Poly(lactic acid) with Spice Essential Oil (Pimpinella anisum) for Food Applications","Noori N, Khanjari A, Rezaeigolestani M, Karabagias IK, Mokhtari S.","Polymers (Basel). 2021 Nov 1;13(21):3791. doi: 10.3390/polym13213791.","Noori N","Polymers (Basel)","2021","2021/11/13","PMC8587201","","10.3390/polym13213791"
"37374396","Eco-Concrete in High Temperatures","Sundin M, Hedlund H, Cwirzen A.","Materials (Basel). 2023 Jun 6;16(12):4212. doi: 10.3390/ma16124212.","Sundin M","Materials (Basel)","2023","2023/06/28","PMC10305228","","10.3390/ma16124212"
"23150574","Electronic sensor and actuator webs for large-area complex geometry cardiac mapping and therapy","Kim DH, Ghaffari R, Lu N, Wang S, Lee SP, Keum H, D'Angelo R, Klinker L, Su Y, Lu C, Kim YS, Ameen A, Li Y, Zhang Y, de Graff B, Hsu YY, Liu Z, Ruskin J, Xu L, Lu C, Omenetto FG, Huang Y, Mansour M, Slepian MJ, Rogers JA.","Proc Natl Acad Sci U S A. 2012 Dec 4;109(49):19910-5. doi: 10.1073/pnas.1205923109. Epub 2012 Nov 12.","Kim DH","Proc Natl Acad Sci U S A","2012","2012/11/15","PMC3523871","","10.1073/pnas.1205923109"
"40969392","Enhancing diagnostic reliability in non-invasive health Monitoring: An analytical framework for optimizing magnetic sensor-skin interactions in biomedical applications","Khan WU, Alissa M, Ma H, Bhatti UA, Alghamdi A, Alshehri MA, Albelasi A.","Mater Today Bio. 2025 Sep 2;34:102259. doi: 10.1016/j.mtbio.2025.102259. eCollection 2025 Oct.","Khan WU","Mater Today Bio","2025","2025/09/19","PMC12441728","","10.1016/j.mtbio.2025.102259"
"32372637","Halloysite/Keratin Nanocomposite for Human Hair Photoprotection Coating","Cavallaro G, Milioto S, Konnova S, Fakhrullina G, Akhatova F, Lazzara G, Fakhrullin R, Lvov Y.","ACS Appl Mater Interfaces. 2020 May 27;12(21):24348-24362. doi: 10.1021/acsami.0c05252. Epub 2020 May 13.","Cavallaro G","ACS Appl Mater Interfaces","2020","2020/05/07","PMC8007073","","10.1021/acsami.0c05252"
"39042447","Optical mapping of ground reaction force dynamics in freely behaving Drosophila melanogaster larvae","Booth JH, Meek AT, Kronenberg NM, Pulver SR, Gather MC.","Elife. 2024 Jul 23;12:RP87746. doi: 10.7554/eLife.87746.","Booth JH","Elife","2024","2024/07/23","PMC11265794","","10.7554/eLife.87746"
"39220307","Emerging encapsulation strategies for vitamin A fortification in food sector: an overview","Patil R, Singh A, Mane S, Roy T.","Food Sci Biotechnol. 2024 Jun 28;33(13):2937-2951. doi: 10.1007/s10068-024-01635-8. eCollection 2024 Oct.","Patil R","Food Sci Biotechnol","2024","2024/09/02","PMC11364737","","10.1007/s10068-024-01635-8"
"","Proceedings of the Physiological Society, 13-14 December 1963, Royal Veterinary College Meeting: Demonstrations","","J Physiol. 1964;170(Suppl):35P-49P.","","J Physiol","1964","","PMC1368669","",""
"35389619","Emission Rates of Volatile Organic Compounds from Humans","Wang N, Ernle L, Bekö G, Wargocki P, Williams J.","Environ Sci Technol. 2022 Apr 19;56(8):4838-4848. doi: 10.1021/acs.est.1c08764. Epub 2022 Apr 7.","Wang N","Environ Sci Technol","2022","2022/04/07","PMC9022422","","10.1021/acs.est.1c08764"
"32565632","Critical Care for COVID-19 Affected Patients: Position Statement of the Indian Society of Critical Care Medicine","Mehta Y, Chaudhry D, Abraham OC, Chacko J, Divatia J, Jagiasi B, Kar A, Khilnani GC, Krishna B, Kumar P, Mani RK, Rao BK, Singh PK, Singh S, Tiwary P, Wattal C, Govil D, Dixit S, Samavedam S.","Indian J Crit Care Med. 2020 Apr;24(4):222-241. doi: 10.5005/jp-journals-10071-23395.","Mehta Y","Indian J Crit Care Med","2020","2020/06/23","PMC7297240","","10.5005/jp-journals-10071-23395"
"33276445","Influence of Linseed Oil Varnish Admixture on Glauconite Clay Mortar Properties","Brzyski P, Grudzińska M.","Materials (Basel). 2020 Dec 2;13(23):5487. doi: 10.3390/ma13235487.","Brzyski P","Materials (Basel)","2020","2020/12/05","PMC7731106","","10.3390/ma13235487"
"36290658","In Vitro Anticancer Activity of Mucoadhesive Oral Films Loaded with Usnea barbata (L.) F. H. Wigg Dry Acetone Extract, with Potential Applications in Oral Squamous Cell Carcinoma Complementary Therapy","Popovici V, Matei E, Cozaru GC, Bucur L, Gîrd CE, Schröder V, Ozon EA, Musuc AM, Mitu MA, Atkinson I, Rusu A, Petrescu S, Mitran RA, Anastasescu M, Caraiane A, Lupuliasa D, Aschie M, Badea V.","Antioxidants (Basel). 2022 Sep 28;11(10):1934. doi: 10.3390/antiox11101934.","Popovici V","Antioxidants (Basel)","2022","2022/10/27","PMC9598167","","10.3390/antiox11101934"
"33396544","Analytical Methods for Determination of Phytic Acid and Other Inositol Phosphates: A Review","Marolt G, Kolar M.","Molecules. 2020 Dec 31;26(1):174. doi: 10.3390/molecules26010174.","Marolt G","Molecules","2020","2021/01/05","PMC7795710","","10.3390/molecules26010174"
"35159587","Kinetic Study of Encapsulated β-Carotene Degradation in Dried Systems: A Review","Lavelli V, Sereikaitė J.","Foods. 2022 Feb 2;11(3):437. doi: 10.3390/foods11030437.","Lavelli V","Foods","2022","2022/02/15","PMC8834586","","10.3390/foods11030437"
"41155985","Sustained-Release Intra-Articular Drug Delivery: PLGA Systems in Clinical Context and Evolving Strategies","Lee JW, Park JH, Yu GW, You JW, Han MJ, Kang MJ, Ho MJ.","Pharmaceutics. 2025 Oct 20;17(10):1350. doi: 10.3390/pharmaceutics17101350.","Lee JW","Pharmaceutics","2025","2025/10/29","PMC12566636","","10.3390/pharmaceutics17101350"
"19600243","Report of the Committee on Disinfectants: Part I","","Public Health Pap Rep. 1885;11:189-238.","","Public Health Pap Rep","1885","2009/07/15","PMC2266196","",""
"35111954","Rare earth smart nanomaterials for bone tissue engineering and implantology: Advances, challenges, and prospects","Natarajan D, Ye Z, Wang L, Ge L, Pathak JL.","Bioeng Transl Med. 2021 Dec 1;7(1):e10262. doi: 10.1002/btm2.10262. eCollection 2022 Jan.","Natarajan D","Bioeng Transl Med","2021","2022/02/03","PMC8780931","","10.1002/btm2.10262"
"39683017","An Improved pH-Driven Method for Upcycling Polyphenols from Plants or Byproducts into Foods","Gong X, Wang M, Lu P, Zhou H.","Foods. 2024 Dec 6;13(23):3945. doi: 10.3390/foods13233945.","Gong X","Foods","2024","2024/12/17","PMC11641025","","10.3390/foods13233945"
"31947594","Monitoring the Whole Cycle Length Change of Cement Mortar Incorporated with SRA by CMOS Image Sensor","Wu H, Yao Y, Wang L, Gao R, Lu S.","Sensors (Basel). 2020 Jan 14;20(2):468. doi: 10.3390/s20020468.","Wu H","Sensors (Basel)","2020","2020/01/18","PMC7013405","","10.3390/s20020468"
"36816827","Intake, growth performance, carcass traits, and meat quality of feedlot lambs fed novel anthocyanin-rich corn cobs","Quadros DG, Whitney TR, Kerth CR, Miller R, Tolleson DR, Redden RR, Xu W.","Transl Anim Sci. 2023 Jan 3;7(1):txac171. doi: 10.1093/tas/txac171. eCollection 2023 Jan.","Quadros DG","Transl Anim Sci","2023","2023/02/23","PMC9930730","","10.1093/tas/txac171"
"40862233","Exosomes in Diabetic Wound Healing: Mechanisms, Applications, and Perspectives","Yi J, Tang Q, Sun S, Xie H, Wang L, Yin X.","Diabetes Metab Syndr Obes. 2025 Aug 21;18:2955-2976. doi: 10.2147/DMSO.S532885. eCollection 2025.","Yi J","Diabetes Metab Syndr Obes","2025","2025/08/27","PMC12377389","","10.2147/DMSO.S532885"
"","An Inquiry into the Principles and Practice of Medicine, Founded on Original Physiological Investigations","","Med Q Rev. 1834 Jul 1;2(4):370-83.","","Med Q Rev","1834","","PMC5924362","",""
"39867323","Crafting the architecture of biomass-derived activated carbon via electrochemical insights for supercapacitors: a review","Manimekala T, Sivasubramanian R, Dar MA, Dharmalingam G.","RSC Adv. 2025 Jan 24;15(4):2490-2522. doi: 10.1039/d4ra07682f. eCollection 2025 Jan 23.","Manimekala T","RSC Adv","2025","2025/01/27","PMC11758807","","10.1039/d4ra07682f"
"34572421","Modern Wound Dressings: Hydrogel Dressings","Brumberg V, Astrelina T, Malivanova T, Samoilov A.","Biomedicines. 2021 Sep 16;9(9):1235. doi: 10.3390/biomedicines9091235.","Brumberg V","Biomedicines","2021","2021/09/28","PMC8472341","","10.3390/biomedicines9091235"
"36558009","Evaluation of the Antioxidant, Cytoprotective and Antityrosinase Effects of Schisandra chinensis Extracts and Their Applicability in Skin Care Product","Zagórska-Dziok M, Wójciak M, Ziemlewska A, Nizioł-Łukaszewska Z, Hoian U, Klimczak K, Szczepanek D, Sowa I.","Molecules. 2022 Dec 14;27(24):8877. doi: 10.3390/molecules27248877.","Zagórska-Dziok M","Molecules","2022","2022/12/23","PMC9786222","","10.3390/molecules27248877"
"39011811","Surface-Grafted Biocompatible Polymer Conductors for Stable and Compliant Electrodes for Brain Interfaces","Blau R, Russman SM, Qie Y, Shipley W, Lim A, Chen AX, Nyayachavadi A, Ah L, Abdal A, Esparza GL, Edmunds SJ, Vatsyayan R, Dunfield SP, Halder M, Jokerst JV, Fenning DP, Tao AR, Dayeh SA, Lipomi DJ.","Adv Healthc Mater. 2024 Nov;13(29):e2402215. doi: 10.1002/adhm.202402215. Epub 2024 Jul 16.","Blau R","Adv Healthc Mater","2024","2024/07/16","PMC11582513","NIHMS2007253","10.1002/adhm.202402215"
"31873102","Understanding the Capability of an Ecosystem Nature-Restoration in Coal Mined Area","Cui X, Peng S, Lines LR, Zhu G, Hu Z, Cui F.","Sci Rep. 2019 Dec 23;9(1):19690. doi: 10.1038/s41598-019-55935-9.","Cui X","Sci Rep","2019","2019/12/25","PMC6928156","","10.1038/s41598-019-55935-9"
"35233988","Switchable Adhesion: On-Demand Bonding and Debonding","Liu Z, Yan F.","Adv Sci (Weinh). 2022 Apr;9(12):e2200264. doi: 10.1002/advs.202200264. Epub 2022 Mar 1.","Liu Z","Adv Sci (Weinh)","2022","2022/03/02","PMC9036041","","10.1002/advs.202200264"
"18924931","Pittcon 1992 - abstracts","","J Automat Chem. 1992;14(4):113-35. doi: 10.1155/S1463924692000257.","","J Automat Chem","1992","1992/01/01","PMC2547960","","10.1155/S1463924692000257"
"39651097","Preparation and Biological Activity of Lignin-Silver Hybrid Nanoparticles","Maršík D, Danda M, Otta J, Thoresen PP, Mat Átková O, Rova U, Christakopoulos P, Matsakas L, Masák J.","ACS Omega. 2024 Nov 20;9(48):47765-47787. doi: 10.1021/acsomega.4c08117. eCollection 2024 Dec 3.","Maršík D","ACS Omega","2024","2024/12/09","PMC11618447","","10.1021/acsomega.4c08117"
"38273413","Optimize the parameters for the synthesis by the ionic gelation technique, purification, and freeze-drying of chitosan-sodium tripolyphosphate nanoparticles for biomedical purposes","Gutiérrez-Ruíz SC, Cortes H, González-Torres M, Almarhoon ZM, Gürer ES, Sharifi-Rad J, Leyva-Gómez G.","J Biol Eng. 2024 Jan 25;18(1):12. doi: 10.1186/s13036-024-00403-w.","Gutiérrez-Ruíz SC","J Biol Eng","2024","2024/01/25","PMC10811841","","10.1186/s13036-024-00403-w"
"37196080","Breakthrough treatments for accelerated wound healing","Freedman BR, Hwang C, Talbot S, Hibler B, Matoori S, Mooney DJ.","Sci Adv. 2023 May 19;9(20):eade7007. doi: 10.1126/sciadv.ade7007. Epub 2023 May 17.","Freedman BR","Sci Adv","2023","2023/05/17","PMC10191440","","10.1126/sciadv.ade7007"
"39942595","Chromatographic and Spectroscopic Analyses of Cannabinoids: A Narrative Review Focused on Cannabis Herbs and Oily Products","Duchateau C, Stévigny C, Waeytens J, Deconinck E.","Molecules. 2025 Jan 22;30(3):490. doi: 10.3390/molecules30030490.","Duchateau C","Molecules","2025","2025/02/13","PMC11821174","","10.3390/molecules30030490"
"29441024","Skin Temperature Measurement Using Contact Thermometry: A Systematic Review of Setup Variables and Their Effects on Measured Values","MacRae BA, Annaheim S, Spengler CM, Rossi RM.","Front Physiol. 2018 Jan 30;9:29. doi: 10.3389/fphys.2018.00029. eCollection 2018.","MacRae BA","Front Physiol","2018","2018/02/15","PMC5797625","","10.3389/fphys.2018.00029"
"31374829","Assessment for Sustainable Use of Quarry Fines as Pavement Construction Materials: Part II-Stabilization and Characterization of Quarry Fine Materials","Zhang Y, Korkiala-Tanttu LK, Borén M.","Materials (Basel). 2019 Aug 1;12(15):2450. doi: 10.3390/ma12152450.","Zhang Y","Materials (Basel)","2019","2019/08/04","PMC6696041","","10.3390/ma12152450"
"34357900","Comprehensive Insight from Phthalates Occurrence: From Health Outcomes to Emerging Analytical Approaches","Luís C, Algarra M, Câmara JS, Perestrelo R.","Toxics. 2021 Jul 1;9(7):157. doi: 10.3390/toxics9070157.","Luís C","Toxics","2021","2021/08/06","PMC8309855","","10.3390/toxics9070157"
"35498246","TDT Sandwich: An open source dry heat system for characterizing the thermal resistance of microorganisms","Lau SK, Subbiah J.","HardwareX. 2020 Jun 7;8:e00114. doi: 10.1016/j.ohx.2020.e00114. eCollection 2020 Oct.","Lau SK","HardwareX","2020","2022/05/02","PMC9041244","","10.1016/j.ohx.2020.e00114"
"24683343","Photoinitiated polymerization of cationic acrylamide in aqueous solution: synthesis, characterization, and sludge dewatering performance","Zheng H, Liao Y, Zheng M, Zhu C, Ji F, Ma J, Fan W.","ScientificWorldJournal. 2014 Feb 5;2014:465151. doi: 10.1155/2014/465151. eCollection 2014.","Zheng H","ScientificWorldJournal","2014","2014/04/01","PMC3933518","","10.1155/2014/465151"
"35539132","A functional chitosan-based hydrogel as a wound dressing and drug delivery system in the treatment of wound healing","Liu H, Wang C, Li C, Qin Y, Wang Z, Yang F, Li Z, Wang J.","RSC Adv. 2018 Feb 16;8(14):7533-7549. doi: 10.1039/c7ra13510f. eCollection 2018 Feb 14.","Liu H","RSC Adv","2018","2022/05/11","PMC9078458","","10.1039/c7ra13510f"
"40204888","Damage mechanism and evolution model of geopolymer stabilized coarse grained fillings subjected to repeated freeze-thaw actions","Wang S, Xiang Y, Wu Z, Hui H, Hou S, Sun Z.","Sci Rep. 2025 Apr 9;15(1):12166. doi: 10.1038/s41598-025-94908-z.","Wang S","Sci Rep","2025","2025/04/09","PMC11982325","","10.1038/s41598-025-94908-z"
"38027829","A review of different frying oils and oleogels as alternative frying media for fat-uptake reduction in deep-fat fried foods","Mahmud N, Islam J, Oyom W, Adrah K, Adegoke SC, Tahergorabi R.","Heliyon. 2023 Oct 31;9(11):e21500. doi: 10.1016/j.heliyon.2023.e21500. eCollection 2023 Nov.","Mahmud N","Heliyon","2023","2023/11/29","PMC10660127","","10.1016/j.heliyon.2023.e21500"
"39323784","A comprehensive review on electromagnetic wave based non-invasive glucose monitoring in microwave frequencies","Kandwal A, Sharma YD, Jasrotia R, Kit CC, Lakshmaiya N, Sillanpää M, Liu LW, Igbe T, Kumari A, Sharma R, Kumar S, Sungoum C.","Heliyon. 2024 Sep 11;10(18):e37825. doi: 10.1016/j.heliyon.2024.e37825. eCollection 2024 Sep 30.","Kandwal A","Heliyon","2024","2024/09/26","PMC11422007","","10.1016/j.heliyon.2024.e37825"
"41011950","Polyurethane-Based Electronic Packaging: The Characterization of Natural Aging over a Decade","Wei X, Li H, Zhou R, Xie C, Ning H.","Micromachines (Basel). 2025 Sep 18;16(9):1061. doi: 10.3390/mi16091061.","Wei X","Micromachines (Basel)","2025","2025/09/27","PMC12472016","","10.3390/mi16091061"
"37803407","Skin cancer: understanding the journey of transformation from conventional to advanced treatment approaches","Hasan N, Nadaf A, Imran M, Jiba U, Sheikh A, Almalki WH, Almujri SS, Mohammed YH, Kesharwani P, Ahmad FJ.","Mol Cancer. 2023 Oct 6;22(1):168. doi: 10.1186/s12943-023-01854-3.","Hasan N","Mol Cancer","2023","2023/10/06","PMC10559482","","10.1186/s12943-023-01854-3"
"38203995","A Review on Cementitious and Geopolymer Composites with Lithium Slag Incorporation","Gou H, Rupasinghe M, Sofi M, Sharma R, Ranzi G, Mendis P, Zhang Z.","Materials (Basel). 2023 Dec 27;17(1):142. doi: 10.3390/ma17010142.","Gou H","Materials (Basel)","2023","2024/01/11","PMC10779632","","10.3390/ma17010142"
"32992802","Macroalgae as a Source of Valuable Antimicrobial Compounds: Extraction and Applications","Silva A, Silva SA, Carpena M, Garcia-Oliveira P, Gullón P, Barroso MF, Prieto MA, Simal-Gandara J.","Antibiotics (Basel). 2020 Sep 25;9(10):642. doi: 10.3390/antibiotics9100642.","Silva A","Antibiotics (Basel)","2020","2020/09/30","PMC7601383","","10.3390/antibiotics9100642"
"41369399","Thermoregulatory Dysfunction in Parkinson's Disease: Mechanisms, Implications, and Therapeutic Perspectives","Pressnell ZS, Neilson LE, Tupone D, Pfeiffer RF, Safarpour D.","Cells. 2025 Dec 2;14(23):1910. doi: 10.3390/cells14231910.","Pressnell ZS","Cells","2025","2025/12/10","PMC12691499","","10.3390/cells14231910"
"36499970","Frontiers of Hydroxyapatite Composites in Bionic Bone Tissue Engineering","Shi J, Dai W, Gupta A, Zhang B, Wu Z, Zhang Y, Pan L, Wang L.","Materials (Basel). 2022 Nov 28;15(23):8475. doi: 10.3390/ma15238475.","Shi J","Materials (Basel)","2022","2022/12/11","PMC9738134","","10.3390/ma15238475"
"38628759","On the antimicrobial properties and endurance of eugenol and 2-phenylphenol functionalized sol-gel coatings","Suárez-Vega A, Berriozabal G, Perez de Iriarte J, Lorenzo J, Álvarez N, Dominguez-Meister S, Insausti S, Rujas E, Nieva JL, Brizuela M, Braceras I.","Heliyon. 2024 Apr 3;10(8):e29146. doi: 10.1016/j.heliyon.2024.e29146. eCollection 2024 Apr 30.","Suárez-Vega A","Heliyon","2024","2024/04/17","PMC11016974","","10.1016/j.heliyon.2024.e29146"
